epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
125,2252.7,1.84204,3.27792,1.26233,1.45885,0,0.31939,0.33721,0.26575,0.10786,0.3047,0.32171,0.2365,0.07955,2.20957,3.8112,1.69907,1.7675,0,0.00150896,0.00150896,0.00150896
126,2267.82,1.834,3.27851,1.28685,1.46762,0,0.35328,0.3062,0.26032,0.10335,0.37915,0.29115,0.2511,0.08013,2.25654,3.80752,1.71814,1.78161,0,0.001505,0.001505,0.001505
127,2280.95,1.84743,3.25771,1.25497,1.454,0,0.29621,0.33931,0.22305,0.08425,0.25146,0.28907,0.17818,0.06277,2.23368,3.80613,1.81475,1.73955,0,0.00150104,0.00150104,0.00150104
128,2295.14,1.89436,3.3337,1.30018,1.46393,0,0.30129,0.32946,0.24444,0.09592,0.30052,0.29457,0.21527,0.07316,2.25954,3.83868,1.77729,1.73201,0,0.00149708,0.00149708,0.00149708
129,2318.98,1.86584,3.31922,1.28735,1.48994,0,0.29162,0.32171,0.24339,0.1014,0.30733,0.26357,0.22593,0.07861,2.18827,3.78536,1.69851,1.74468,0,0.00149312,0.00149312,0.00149312
130,2343.57,1.85223,3.29038,1.71225,1.47218,0,0.27695,0.35659,0.2664,0.10191,0.26854,0.31008,0.24938,0.08031,2.2375,3.87596,1.72195,1.77779,0,0.00148916,0.00148916,0.00148916
131,2366.28,1.81844,3.26507,1.26498,1.44872,0,0.2906,0.34496,0.27351,0.10299,0.27831,0.31783,0.24776,0.07852,2.20338,3.83878,1.70318,1.74914,0,0.0014852,0.0014852,0.0014852
132,2387.98,1.8415,3.25564,1.29548,1.447,0,0.32439,0.37209,0.26981,0.10576,0.31061,0.28682,0.24039,0.08273,2.19013,3.83129,1.72051,1.74041,0,0.00148124,0.00148124,0.00148124
133,2403.22,1.81746,3.1911,1.24343,1.42218,0,0.32097,0.41085,0.27745,0.11097,0.29124,0.36822,0.2526,0.0874,2.18208,3.83987,1.71299,1.72961,0,0.00147728,0.00147728,0.00147728
134,2416.53,1.87442,3.3054,1.292,1.46191,0,0.29412,0.36434,0.25253,0.10416,0.2909,0.33333,0.23787,0.08401,2.19709,3.85737,1.76129,1.72962,0,0.00147332,0.00147332,0.00147332
135,2430.93,1.85685,3.25148,1.25244,1.424,0,0.3011,0.37209,0.25531,0.09228,0.27915,0.34496,0.22838,0.07223,2.18587,3.87301,1.81769,1.67082,0,0.00146936,0.00146936,0.00146936
136,2449.57,1.83391,3.23911,1.26888,1.45306,0,0.31531,0.36047,0.25409,0.09964,0.30967,0.32946,0.24666,0.07253,2.25566,3.90415,1.71544,1.76813,0,0.0014654,0.0014654,0.0014654
137,2464.72,1.83649,3.30119,1.25587,1.44364,0,0.33664,0.37175,0.26558,0.09776,0.31098,0.32558,0.23198,0.07017,2.24672,3.90102,1.70954,1.78594,0,0.00146144,0.00146144,0.00146144
138,2478.39,1.79108,3.18967,1.2239,1.42855,0,0.29509,0.37597,0.25689,0.09501,0.25397,0.32946,0.21682,0.06976,2.22705,3.86368,1.70615,1.75956,0,0.00145748,0.00145748,0.00145748
139,2491.92,1.81573,3.25078,1.26555,1.45534,0,0.32674,0.36047,0.27333,0.10333,0.33458,0.31008,0.23405,0.07845,2.20447,3.81782,1.69006,1.74262,0,0.00145352,0.00145352,0.00145352
140,2505.37,1.74774,3.12309,1.18554,1.44709,0,0.24787,0.36822,0.21032,0.08144,0.22884,0.31783,0.17857,0.06261,2.24432,3.85198,1.8631,1.81337,0,0.00144956,0.00144956,0.00144956
141,2518.99,1.79113,3.20232,1.18252,1.40886,0,0.26243,0.35659,0.25785,0.0973,0.26433,0.32946,0.23416,0.07511,2.21848,3.83771,1.74112,1.75297,0,0.0014456,0.0014456,0.0014456
142,2533.48,1.81048,3.18015,1.22738,1.40196,0,0.34729,0.41473,0.30943,0.11473,0.33872,0.34496,0.28653,0.09087,2.19031,3.79708,1.62324,1.70154,0,0.00144164,0.00144164,0.00144164
143,2546.81,1.76279,3.12375,1.1671,1.38403,0,0.34276,0.41473,0.32075,0.12118,0.33671,0.37597,0.28778,0.09189,2.19294,3.78788,1.62898,1.68901,0,0.00143768,0.00143768,0.00143768
144,2560.56,1.77784,3.16268,1.23768,1.44184,0,0.32571,0.34262,0.2751,0.10679,0.31345,0.32171,0.24692,0.08405,2.23998,3.75989,1.6945,1.75973,0,0.00143372,0.00143372,0.00143372
145,2574.65,1.78492,3.20438,1.24079,1.43719,0,0.3179,0.31783,0.24296,0.08855,0.28153,0.27907,0.19897,0.07011,2.27363,3.80232,1.75642,1.78104,0,0.00142976,0.00142976,0.00142976
146,2588.49,1.82743,3.28247,1.24709,1.43986,0,0.34651,0.35966,0.27451,0.10026,0.3006,0.32171,0.23937,0.07364,2.22009,3.79947,1.69791,1.74347,0,0.0014258,0.0014258,0.0014258
147,2616.32,1.80707,3.26989,1.25273,1.46378,0,0.33635,0.35752,0.27772,0.10604,0.40196,0.32826,0.25785,0.07571,2.28502,3.86208,1.68963,1.79622,0,0.00142184,0.00142184,0.00142184
148,2646.25,1.79399,3.21094,1.22671,1.45244,0,0.30635,0.39535,0.27565,0.10282,0.29804,0.35271,0.23822,0.07653,2.16709,3.79796,1.65808,1.69296,0,0.00141788,0.00141788,0.00141788
149,2668.88,1.76012,3.16876,1.23921,1.42838,0,0.32178,0.39922,0.285,0.10085,0.28822,0.34496,0.23893,0.08137,2.15184,3.81359,1.65837,1.68252,0,0.00141392,0.00141392,0.00141392
150,2697.94,1.77028,3.16433,1.19822,1.42541,0,0.34907,0.38372,0.29585,0.1011,0.32191,0.35659,0.27031,0.08202,2.23328,3.88942,1.70646,1.75086,0,0.00140996,0.00140996,0.00140996
151,2724.72,1.76545,3.08857,1.20516,1.4518,0,0.3143,0.34884,0.25435,0.09768,0.29078,0.32171,0.22988,0.07549,2.21903,3.83448,1.75561,1.77339,0,0.001406,0.001406,0.001406
152,2738.96,1.8288,3.18597,1.20429,1.44822,0,0.33565,0.34496,0.25002,0.08998,0.3521,0.29845,0.22718,0.073,2.25294,3.88237,1.82826,1.78821,0,0.00140204,0.00140204,0.00140204
153,2752.95,1.73918,3.13331,1.17427,1.39999,0,0.39159,0.32946,0.25916,0.09906,0.40548,0.31783,0.24262,0.08211,2.23808,3.85306,1.73524,1.76649,0,0.00139808,0.00139808,0.00139808
154,2771.43,1.74712,3.14734,1.19979,1.4182,0,0.32463,0.34884,0.2784,0.10617,0.34464,0.32946,0.25767,0.0792,2.24063,3.84307,1.64584,1.74222,0,0.00139412,0.00139412,0.00139412
155,2793.6,1.70457,3.08256,1.16407,1.41822,0,0.38181,0.33721,0.26933,0.10108,0.35462,0.31008,0.22208,0.07777,2.20645,3.82985,1.66886,1.77869,0,0.00139016,0.00139016,0.00139016
156,2809.23,1.74105,3.1342,1.19473,1.42539,0,0.33075,0.39652,0.29104,0.1099,0.31124,0.36434,0.26594,0.08721,2.17769,3.80505,1.66433,1.73099,0,0.0013862,0.0013862,0.0013862
157,2823.87,1.75692,3.10019,1.21007,1.41329,0,0.34594,0.33333,0.27551,0.10476,0.29758,0.33333,0.25154,0.08456,2.16773,3.76284,1.68695,1.73433,0,0.00138224,0.00138224,0.00138224
158,2838.43,1.76459,3.10035,1.14941,1.37388,0,0.36286,0.33721,0.29495,0.11217,0.39546,0.31395,0.27414,0.08873,2.21889,3.72217,1.70767,1.73322,0,0.00137828,0.00137828,0.00137828
159,2852.46,1.76511,3.17563,1.19377,1.41245,0,0.34168,0.32171,0.28501,0.11649,0.35382,0.3062,0.26247,0.09095,2.18617,3.6968,1.66642,1.7605,0,0.00137432,0.00137432,0.00137432
160,2876.69,1.73684,3.09821,1.17646,1.39745,0,0.32901,0.3876,0.27413,0.10561,0.32243,0.37984,0.2435,0.07995,2.19207,3.76633,1.68817,1.76,0,0.00137036,0.00137036,0.00137036
161,2890.72,1.74897,3.10303,1.17899,1.41288,0,0.31082,0.32558,0.26186,0.10317,0.27453,0.31682,0.23012,0.08128,2.21786,3.80972,1.71251,1.79154,0,0.0013664,0.0013664,0.0013664
162,2906.22,1.7743,3.17044,1.16341,1.41029,0,0.39823,0.30233,0.2924,0.11888,0.38801,0.29845,0.27944,0.09569,2.244,3.85053,1.65835,1.80891,0,0.00136244,0.00136244,0.00136244
163,2923.84,1.75111,3.04846,1.13588,1.37623,0,0.35108,0.31783,0.28041,0.11023,0.32622,0.29457,0.25095,0.08342,2.23682,3.8087,1.66995,1.7532,0,0.00135848,0.00135848,0.00135848
164,2939.06,1.74193,3.06521,1.13099,1.38699,0,0.34408,0.36395,0.29336,0.10781,0.31637,0.33364,0.25128,0.08231,2.29096,3.89227,1.71758,1.79388,0,0.00135452,0.00135452,0.00135452
165,2954.8,1.68544,2.99779,1.11207,1.36583,0,0.327,0.38042,0.28801,0.11132,0.3,0.33333,0.25058,0.08309,2.27394,3.83926,1.73505,1.8012,0,0.00135056,0.00135056,0.00135056
166,2969.53,1.72319,3.06369,1.15778,1.39974,0,0.35578,0.30825,0.26728,0.1036,0.33086,0.27907,0.23759,0.08367,2.26996,3.87657,1.71742,1.79712,0,0.0013466,0.0013466,0.0013466
167,2985.28,1.73616,3.09869,1.1319,1.40538,0,0.37533,0.34884,0.29133,0.11353,0.38974,0.34884,0.28969,0.08757,2.24416,3.99127,1.62835,1.78598,0,0.00134264,0.00134264,0.00134264
168,3085.92,1.72273,3.12428,1.18703,1.43617,0,0.4075,0.33333,0.2815,0.1088,0.39978,0.26357,0.24883,0.08515,2.22051,3.87084,1.67097,1.77506,0,0.00133868,0.00133868,0.00133868
169,3103.12,1.67669,3.00147,1.12534,1.38876,0,0.34371,0.32946,0.25576,0.10298,0.30372,0.31008,0.22827,0.07982,2.19315,3.81785,1.70746,1.77164,0,0.00133472,0.00133472,0.00133472
170,3130.32,1.68372,3.02415,1.10885,1.39017,0,0.29914,0.30233,0.23035,0.09222,0.32358,0.26357,0.22094,0.07446,2.21644,3.86182,1.73743,1.78299,0,0.00133076,0.00133076,0.00133076
171,3155.23,1.75971,3.08764,1.13656,1.38153,0,0.34223,0.27628,0.24139,0.09645,0.39686,0.23256,0.2224,0.07607,2.19203,3.94022,1.72533,1.77844,0,0.0013268,0.0013268,0.0013268
172,3173.99,1.72834,3.0462,1.11124,1.37418,0,0.39275,0.31395,0.28487,0.10596,0.38811,0.31469,0.26883,0.08003,2.26097,3.98591,1.73703,1.86358,0,0.00132284,0.00132284,0.00132284
173,3188.65,1.71435,3.05529,1.13275,1.3997,0,0.33435,0.37597,0.28318,0.10694,0.32605,0.36047,0.25859,0.07923,2.26407,3.94596,1.70097,1.84445,0,0.00131888,0.00131888,0.00131888
174,3203.59,1.70182,3.00019,1.08466,1.35085,0,0.28064,0.34884,0.24305,0.08659,0.2864,0.32946,0.22493,0.07484,2.26626,4.15975,1.7822,1.77177,0,0.00131492,0.00131492,0.00131492
175,3221.41,1.76609,3.09033,1.1123,1.38016,0,0.3506,0.24419,0.22314,0.08481,0.33723,0.23666,0.20379,0.06349,2.30208,4.03292,1.8503,1.81336,0,0.00131096,0.00131096,0.00131096
176,3244.85,1.70619,3.02563,1.12996,1.3816,0,0.30601,0.34109,0.27397,0.10342,0.3223,0.28682,0.24888,0.07971,2.28703,3.92488,1.72939,1.82746,0,0.001307,0.001307,0.001307
177,3267.99,1.70712,3.06937,1.1453,1.40479,0,0.31392,0.37242,0.27728,0.10544,0.2896,0.32865,0.25169,0.08131,2.27914,3.91351,1.72734,1.81517,0,0.00130304,0.00130304,0.00130304
178,3313.04,1.69721,2.96726,1.05379,1.33078,0,0.31512,0.36916,0.2511,0.09697,0.29948,0.34496,0.23413,0.07288,2.24947,4.31683,1.72943,1.81465,0,0.00129908,0.00129908,0.00129908
179,3336.35,1.64955,2.97364,1.07981,1.37628,0,0.29964,0.32558,0.24876,0.0979,0.26072,0.3226,0.22663,0.07294,2.30022,3.94732,1.74888,1.82534,0,0.00129512,0.00129512,0.00129512
180,3359.57,1.68404,2.96646,1.11162,1.39637,0,0.28448,0.31783,0.20113,0.07372,0.26164,0.28682,0.17262,0.05491,2.3779,4.16635,1.87569,1.88808,0,0.00129116,0.00129116,0.00129116
181,3382.11,1.65721,2.90916,1.04309,1.34472,0,0.27843,0.31783,0.20105,0.07168,0.24613,0.28295,0.16584,0.05348,2.3899,4.01881,1.91991,1.90438,0,0.0012872,0.0012872,0.0012872
182,3404.81,1.73916,3.08761,1.12605,1.39902,0,0.27691,0.31765,0.25595,0.09981,0.25249,0.30233,0.2221,0.07241,2.23381,3.86654,1.72294,1.78827,0,0.00128324,0.00128324,0.00128324
183,3428,1.7196,3.05249,1.0881,1.36937,0,0.31091,0.32946,0.26048,0.10358,0.31695,0.30233,0.25177,0.07754,2.21406,3.83922,1.68987,1.76475,0,0.00127928,0.00127928,0.00127928
184,3450.58,1.69706,3.00283,1.09714,1.37998,0,0.31566,0.36047,0.27412,0.10529,0.34102,0.31395,0.25251,0.07574,2.23427,3.84575,1.66497,1.76185,0,0.00127532,0.00127532,0.00127532
185,3464.61,1.66239,2.94062,1.05801,1.37576,0,0.29749,0.34496,0.24884,0.09783,0.26679,0.34496,0.22865,0.07159,2.26347,3.86483,1.69792,1.79792,0,0.00127136,0.00127136,0.00127136
186,3487.41,1.7161,3.0252,1.08474,1.36833,0,0.40662,0.27519,0.26627,0.09773,0.37422,0.24419,0.23065,0.07411,2.2649,3.86917,1.74587,1.79542,0,0.0012674,0.0012674,0.0012674
187,3501.55,1.68083,2.94879,1.02534,1.35293,0,0.33117,0.4031,0.29716,0.11785,0.31205,0.36047,0.27017,0.08663,2.23372,3.8652,1.63887,1.79969,0,0.00126344,0.00126344,0.00126344
188,3514.48,1.62653,2.89404,1.04969,1.35372,0,0.33064,0.38372,0.27676,0.10111,0.31189,0.33721,0.23493,0.07324,2.27535,3.96917,1.74855,1.8379,0,0.00125948,0.00125948,0.00125948
189,3527.62,1.70194,2.97973,1.06318,1.33656,0,0.36368,0.33721,0.27484,0.09615,0.3456,0.3062,0.23426,0.06904,2.27082,3.9738,1.7837,1.81944,0,0.00125552,0.00125552,0.00125552
190,3540.62,1.71088,3.04709,1.14444,1.42771,0,0.3426,0.33532,0.25635,0.09569,0.29896,0.31783,0.22656,0.07275,2.22066,3.88375,1.70281,1.77037,0,0.00125156,0.00125156,0.00125156
191,3553.81,1.65996,2.97123,1.07021,1.35117,0,0.30565,0.31783,0.23957,0.09335,0.31849,0.31783,0.22416,0.06542,2.23075,3.87924,1.78208,1.76891,0,0.0012476,0.0012476,0.0012476
192,3566.67,1.63628,2.9004,1.05091,1.35967,0,0.07124,0.4186,0.05114,0.02078,0.06668,0.4031,0.04684,0.01467,2.27297,3.85409,11.0991,1.80906,0,0.00124364,0.00124364,0.00124364
193,3579.72,1.68602,2.93794,1.04908,1.34774,0,0.07004,0.42636,0.05162,0.02219,0.06727,0.41085,0.04755,0.01547,2.23667,3.81832,9.73702,1.78425,0,0.00123968,0.00123968,0.00123968
194,3592.62,1.63122,2.91525,1.06154,1.35839,0,0.30397,0.34532,0.26606,0.09943,0.2912,0.31783,0.22178,0.06892,2.2187,3.80925,1.70916,1.79067,0,0.00123572,0.00123572,0.00123572
195,3605.57,1.62551,2.90589,1.05499,1.34875,0,0.32731,0.32946,0.27186,0.10136,0.32212,0.32946,0.24956,0.07627,2.26751,3.86186,1.66275,1.83093,0,0.00123176,0.00123176,0.00123176
196,3618.59,1.64284,2.96026,1.0578,1.36815,0,0.33275,0.33827,0.26132,0.10182,0.33377,0.30233,0.22758,0.07628,2.28781,3.88,1.67868,1.81086,0,0.0012278,0.0012278,0.0012278
197,3631.72,1.65206,2.92072,1.06053,1.36134,0,0.36506,0.32558,0.25727,0.09984,0.35793,0.31783,0.23096,0.07755,2.26285,3.82077,1.7062,1.81123,0,0.00122384,0.00122384,0.00122384
198,3644.81,1.63587,2.94765,1.04454,1.35281,0,0.32567,0.3931,0.26899,0.09544,0.36434,0.2907,0.22631,0.06829,2.27685,3.9094,1.74756,1.79966,0,0.00121988,0.00121988,0.00121988
199,3658.84,1.72052,2.98823,1.04169,1.35343,0,0.35239,0.36276,0.28258,0.10428,0.30594,0.34109,0.24152,0.07185,2.30828,4.04069,1.67891,1.87176,0,0.00121592,0.00121592,0.00121592
200,3673.89,1.66626,2.86949,1.02779,1.33318,0,0.3793,0.35765,0.31068,0.1174,0.35182,0.3345,0.26303,0.08986,2.31175,4.00773,1.61264,1.90473,0,0.00121196,0.00121196,0.00121196
201,3687.62,1.68673,2.95616,1.0672,1.38997,0,0.33884,0.33333,0.26475,0.10441,0.3353,0.3062,0.23,0.07629,2.27224,3.95187,1.66102,1.85852,0,0.001208,0.001208,0.001208
202,3700.68,1.61609,2.8165,1.01722,1.31676,0,0.31534,0.32491,0.28579,0.10713,0.31083,0.28682,0.2516,0.07812,2.25514,3.98653,1.66957,1.76016,0,0.00120404,0.00120404,0.00120404
203,3713.79,1.65422,2.9264,1.05049,1.34363,0,0.27423,0.39922,0.25352,0.10076,0.36293,0.24419,0.2234,0.07519,2.25499,3.87278,1.72806,1.76887,0,0.00120008,0.00120008,0.00120008
204,3726.82,1.63017,2.87447,1.01885,1.32728,0,0.30681,0.29457,0.23936,0.08862,0.29066,0.27907,0.21159,0.06436,2.3182,3.94745,1.82252,1.80695,0,0.00119612,0.00119612,0.00119612
