epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,train/sem_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,val/sem_loss,lr/pg0,lr/pg1,lr/pg2
90,1767.95,1.75332,3.13023,1.17891,1.38977,0,0.35649,0.34785,0.30432,0.11363,0.44723,0.25194,0.25704,0.07825,2.22741,3.93162,1.62981,1.72901,0,0.0011189,0.0011189,0.0011189
91,1782.11,1.82247,3.15943,1.24693,1.43696,0,0.41677,0.32558,0.30669,0.11701,0.32944,0.34657,0.26407,0.0859,2.22396,3.95883,1.61745,1.72146,0,0.001109,0.001109,0.001109
92,1795.18,1.76246,3.07055,1.14782,1.36901,0,0.36485,0.36434,0.29492,0.11185,0.39588,0.32946,0.26915,0.08468,2.20966,3.91201,1.65477,1.68522,0,0.0010991,0.0010991,0.0010991
93,1812.62,1.83084,3.23571,1.18147,1.3604,0,0.40463,0.39922,0.31708,0.11546,0.35514,0.34109,0.26009,0.08073,2.23996,3.8895,1.64864,1.70634,0,0.0010892,0.0010892,0.0010892
94,1828.16,1.7026,3.01585,1.14468,1.36946,0,0.38942,0.37209,0.34175,0.12825,0.4088,0.2907,0.28516,0.09487,2.25502,3.87169,1.58548,1.7467,0,0.0010793,0.0010793,0.0010793
95,1845.17,1.77241,3.0992,1.17242,1.38941,0,0.43082,0.35659,0.33488,0.12913,0.38362,0.34109,0.31522,0.09716,2.22936,3.88073,1.56623,1.70918,0,0.0010694,0.0010694,0.0010694
96,1863.71,1.72312,2.96778,1.10844,1.34405,0,0.35799,0.4031,0.31132,0.11348,0.34556,0.33333,0.27683,0.0857,2.24825,3.91715,1.61227,1.70705,0,0.0010595,0.0010595,0.0010595
97,1881.57,1.78346,3.15812,1.17121,1.39,0,0.36655,0.39535,0.32813,0.11949,0.32871,0.34109,0.28123,0.08744,2.23186,3.86809,1.63041,1.71728,0,0.0010496,0.0010496,0.0010496
98,1897.81,1.76658,3.10891,1.17323,1.37296,0,0.46015,0.39922,0.35914,0.13121,0.43633,0.36904,0.33114,0.10322,2.24892,3.8197,1.5688,1.71689,0,0.0010397,0.0010397,0.0010397
99,1915.37,1.76255,3.09044,1.14757,1.34668,0,0.39633,0.45349,0.3762,0.13607,0.34891,0.39922,0.32859,0.09769,2.23486,3.8849,1.53828,1.7075,0,0.0010298,0.0010298,0.0010298
100,1929.69,1.70757,2.97426,1.09724,1.34603,0,0.43567,0.41085,0.35301,0.12804,0.37364,0.36434,0.30684,0.09164,2.22958,3.83353,1.56748,1.72964,0,0.0010199,0.0010199,0.0010199
101,1945.38,1.7036,2.99532,1.11652,1.34114,0,0.37158,0.39922,0.332,0.12176,0.3912,0.37597,0.31313,0.09019,2.26199,3.85089,1.62988,1.74488,0,0.00101,0.00101,0.00101
102,2043.32,1.7802,3.07185,1.10126,1.33645,0,0.40208,0.39535,0.32161,0.1173,0.36693,0.35721,0.28797,0.09622,2.27674,3.8287,1.64021,1.77797,0,0.0010001,0.0010001,0.0010001
103,2057.73,1.70083,2.9773,1.11429,1.33584,0,0.3414,0.40698,0.29914,0.10485,0.34267,0.36822,0.26629,0.08494,2.25942,3.81041,1.65611,1.72464,0,0.0009902,0.0009902,0.0009902
104,2071.94,1.7041,2.9961,1.13211,1.35281,0,0.40624,0.43798,0.35358,0.11867,0.38935,0.37209,0.31504,0.09116,2.27408,3.92629,1.60572,1.75526,0,0.0009803,0.0009803,0.0009803
105,2086.9,1.75497,3.05265,1.10051,1.32077,0,0.40247,0.45349,0.36433,0.12272,0.38067,0.42636,0.32589,0.09421,2.26091,3.91279,1.61091,1.74547,0,0.0009704,0.0009704,0.0009704
106,2100.15,1.70987,3.02688,1.08488,1.34114,0,0.39718,0.3754,0.34233,0.11879,0.34339,0.39147,0.31329,0.09218,2.26344,3.83581,1.5871,1.72521,0,0.0009605,0.0009605,0.0009605
107,2114.02,1.76367,3.03646,1.10577,1.35402,0,0.37536,0.36822,0.31779,0.11037,0.36768,0.31783,0.27081,0.08292,2.26909,3.80159,1.6735,1.73184,0,0.0009506,0.0009506,0.0009506
108,2127.92,1.69559,2.92899,1.07792,1.32882,0,0.37908,0.36822,0.31602,0.11333,0.40036,0.30796,0.28286,0.08644,2.25977,3.85393,1.66459,1.72495,0,0.0009407,0.0009407,0.0009407
109,2141.44,1.76275,3.06172,1.12776,1.37442,0,0.37291,0.37597,0.32786,0.11827,0.36187,0.36047,0.29214,0.08572,2.28043,3.89176,1.63902,1.7298,0,0.0009308,0.0009308,0.0009308
110,2154.64,1.75582,3.046,1.12135,1.3583,0,0.34738,0.37597,0.32074,0.11706,0.35726,0.32317,0.27703,0.08688,2.25623,3.82576,1.65307,1.70892,0,0.0009209,0.0009209,0.0009209
111,2171.11,1.76219,3.12448,1.20767,1.39945,0,0.37927,0.39922,0.31535,0.11253,0.32403,0.34109,0.27354,0.08525,2.25099,3.85295,1.64736,1.71771,0,0.000911,0.000911,0.000911
112,2184.82,1.72994,3.06016,1.14821,1.3948,0,0.39451,0.39922,0.34286,0.1203,0.36114,0.34109,0.29416,0.08853,2.28734,3.91615,1.55383,1.75178,0,0.0009011,0.0009011,0.0009011
113,2198.73,1.73565,3.00651,1.0896,1.34184,0,0.42588,0.41085,0.36315,0.11972,0.37251,0.33721,0.31045,0.09191,2.30149,3.90485,1.54657,1.74454,0,0.0008912,0.0008912,0.0008912
114,2253.85,1.75846,3.03785,1.09479,1.33043,0,0.39697,0.36434,0.31443,0.10552,0.36346,0.36047,0.27363,0.08525,2.31007,3.88767,1.61643,1.74651,0,0.0008813,0.0008813,0.0008813
115,2285.09,1.72813,2.94952,1.05199,1.29073,0,0.34097,0.40307,0.31136,0.10832,0.32457,0.38369,0.27747,0.08202,2.28723,3.89664,1.65885,1.72853,0,0.0008714,0.0008714,0.0008714
116,2301.83,1.76335,3.05306,1.10288,1.35913,0,0.36438,0.39535,0.33262,0.11323,0.3227,0.37984,0.29059,0.08231,2.24856,3.89953,1.65246,1.70271,0,0.0008615,0.0008615,0.0008615
117,2318.42,1.74692,3.02933,1.10616,1.35269,0,0.38054,0.39147,0.33899,0.11856,0.34479,0.36101,0.30313,0.08932,2.22422,3.85257,1.6265,1.69123,0,0.0008516,0.0008516,0.0008516
118,2333.9,1.71715,3.00087,1.10695,1.35942,0,0.4285,0.37597,0.33873,0.12269,0.38567,0.32171,0.2916,0.09033,2.22291,3.83343,1.60764,1.70227,0,0.0008417,0.0008417,0.0008417
119,2349.28,1.66219,2.88132,1.05171,1.32305,0,0.39448,0.37984,0.35034,0.12742,0.35769,0.34496,0.30609,0.09921,2.26176,3.86084,1.57647,1.71767,0,0.0008318,0.0008318,0.0008318
120,2364.36,1.65585,2.85912,1.039,1.31381,0,0.3843,0.35271,0.32978,0.12342,0.35532,0.34496,0.29928,0.09738,2.23348,3.87214,1.58075,1.73367,0,0.0008219,0.0008219,0.0008219
